MQ135,MQ7,Temperature,Humidity,Risk
809,515,31.4,35.2,CO Poisoning Risk
839,464,16.0,66.3,CO Poisoning Risk
503,157,33.9,78.4,Moderate Risk
589,466,33.2,78.9,CO Poisoning Risk
182,642,30.5,60.0,CO Poisoning Risk
774,329,23.2,54.6,Moderate Risk
168,616,13.0,46.0,CO Poisoning Risk
711,98,30.6,33.6,Asthma Risk
306,649,34.1,75.7,CO Poisoning Risk
447,369,21.0,35.4,Moderate Risk
707,502,30.2,43.5,CO Poisoning Risk
596,309,14.5,68.0,Moderate Risk
648,426,30.0,66.1,Moderate Risk
270,257,14.6,64.8,Moderate Risk
665,377,27.1,68.1,Moderate Risk
335,54,27.3,57.3,Safe
333,402,20.3,36.4,Moderate Risk
595,247,14.9,81.9,High Risk
511,102,35.8,76.2,Moderate Risk
409,538,25.9,51.3,CO Poisoning Risk
176,554,26.9,56.6,CO Poisoning Risk
306,267,27.8,49.3,Moderate Risk
579,413,34.4,62.5,High Risk
608,462,14.4,67.5,CO Poisoning Risk
367,591,34.4,40.5,CO Poisoning Risk
811,147,18.8,51.4,Moderate Risk
258,205,14.9,62.6,Moderate Risk
419,244,28.8,81.4,Moderate Risk
739,204,36.4,45.5,High Risk
530,180,14.4,68.2,Moderate Risk
480,442,23.2,46.7,Moderate Risk
585,436,25.7,33.0,High Risk
470,150,19.1,69.6,Moderate Risk
395,627,36.6,63.1,CO Poisoning Risk
831,633,28.4,55.8,CO Poisoning Risk
909,98,33.3,64.5,High Risk
762,321,23.0,75.5,High Risk
602,155,21.5,68.9,Moderate Risk
837,268,26.3,74.3,Moderate Risk
277,119,23.4,43.7,Safe
605,550,30.2,71.2,CO Poisoning Risk
733,58,19.4,47.4,Moderate Risk
516,526,23.8,29.1,CO Poisoning Risk
591,233,34.5,30.3,High Risk
819,408,31.1,67.4,High Risk
349,283,17.0,42.7,Moderate Risk
602,445,34.3,44.6,High Risk
160,348,27.1,61.6,Moderate Risk
567,135,29.3,68.0,Moderate Risk
267,436,20.1,58.2,Moderate Risk
546,228,23.6,66.1,Moderate Risk
278,61,32.4,78.8,Safe
380,56,20.9,74.1,Moderate Risk
609,210,17.0,41.0,Moderate Risk
854,190,22.1,77.0,High Risk
381,326,14.7,44.1,Moderate Risk
845,593,30.2,63.7,CO Poisoning Risk
724,626,16.5,75.2,CO Poisoning Risk
900,213,19.8,61.7,Moderate Risk
372,214,34.1,71.5,Moderate Risk
633,390,26.0,78.1,High Risk
466,543,20.7,80.2,CO Poisoning Risk
747,504,26.1,50.2,CO Poisoning Risk
245,341,18.2,81.6,High Risk
597,186,13.6,42.7,Moderate Risk
502,97,27.5,53.0,Moderate Risk
617,162,30.1,69.1,Moderate Risk
444,409,34.1,80.4,High Risk
648,180,31.5,30.9,Asthma Risk
852,458,35.2,79.1,CO Poisoning Risk
276,121,36.7,81.9,Safe
120,601,30.9,77.1,CO Poisoning Risk
349,62,33.8,33.9,Moderate Risk
510,447,29.2,73.4,Moderate Risk
618,249,17.1,62.5,Moderate Risk
640,543,17.4,28.5,CO Poisoning Risk
393,368,15.6,81.2,High Risk
128,639,35.6,36.1,CO Poisoning Risk
578,606,29.1,49.4,CO Poisoning Risk
733,325,32.0,29.6,Asthma Risk
631,210,20.9,44.7,Moderate Risk
759,287,24.1,58.7,Moderate Risk
367,523,14.0,78.3,CO Poisoning Risk
292,208,34.3,81.5,Moderate Risk
155,368,33.5,50.9,High Risk
197,612,31.8,51.1,CO Poisoning Risk
357,595,14.4,36.7,CO Poisoning Risk
311,252,17.2,54.9,Moderate Risk
893,359,21.0,78.8,High Risk
619,348,19.3,36.9,Moderate Risk
179,283,33.1,42.4,Moderate Risk
782,268,17.7,76.1,High Risk
344,132,25.8,61.8,Moderate Risk
544,581,26.7,45.8,CO Poisoning Risk
342,473,23.2,71.9,CO Poisoning Risk
346,264,18.8,33.9,Moderate Risk
472,319,36.0,74.4,High Risk
531,110,22.9,56.0,Moderate Risk
688,636,30.5,68.9,CO Poisoning Risk
179,467,17.4,56.0,CO Poisoning Risk
838,299,32.7,41.3,Asthma Risk
479,169,18.2,62.6,Moderate Risk
671,190,29.2,36.4,Asthma Risk
133,429,25.2,40.4,Moderate Risk
801,491,16.5,57.7,CO Poisoning Risk
753,431,13.6,49.1,Moderate Risk
687,427,35.3,68.2,High Risk
108,321,16.0,59.5,Moderate Risk
190,426,29.9,48.6,Moderate Risk
696,168,28.7,45.6,Moderate Risk
855,311,21.2,77.3,High Risk
446,155,17.4,30.2,Moderate Risk
631,425,17.3,65.3,Moderate Risk
850,645,27.0,49.2,CO Poisoning Risk
122,202,26.1,48.4,Moderate Risk
318,592,34.0,63.2,CO Poisoning Risk
613,643,28.4,73.9,CO Poisoning Risk
719,162,32.7,67.1,High Risk
244,372,13.8,64.2,Moderate Risk
512,112,29.1,54.8,Moderate Risk
335,478,18.6,53.3,CO Poisoning Risk
494,403,19.1,52.9,Moderate Risk
848,487,30.3,35.9,CO Poisoning Risk
630,208,32.0,58.2,High Risk
250,405,21.9,45.0,Moderate Risk
836,629,32.0,61.4,CO Poisoning Risk
791,163,23.6,56.9,Moderate Risk
206,239,33.6,78.8,Moderate Risk
360,645,13.6,51.5,CO Poisoning Risk
859,632,15.0,63.9,CO Poisoning Risk
781,285,31.6,60.0,High Risk
576,553,28.0,65.0,CO Poisoning Risk
261,609,26.4,42.4,CO Poisoning Risk
363,186,27.7,41.9,Moderate Risk
348,75,35.3,58.2,Moderate Risk
224,267,28.7,73.8,Moderate Risk
772,310,28.5,66.9,Moderate Risk
811,326,31.2,54.4,High Risk
837,425,33.8,41.8,Asthma Risk
511,600,19.3,69.0,CO Poisoning Risk
510,106,27.8,78.0,Moderate Risk
275,565,27.0,39.5,CO Poisoning Risk
453,115,16.2,71.2,Moderate Risk
696,646,25.5,37.3,CO Poisoning Risk
467,580,14.7,76.6,CO Poisoning Risk
612,184,17.4,62.7,Moderate Risk
669,360,34.9,37.8,Asthma Risk
811,384,15.9,30.0,High Risk
285,634,26.9,65.5,CO Poisoning Risk
187,572,20.8,60.7,CO Poisoning Risk
694,585,26.3,61.0,CO Poisoning Risk
111,460,18.6,54.0,CO Poisoning Risk
539,511,23.7,61.2,CO Poisoning Risk
261,419,33.8,75.2,High Risk
472,335,22.0,79.4,High Risk
223,87,21.5,46.6,Safe
515,97,23.7,54.3,Moderate Risk
114,276,15.4,42.7,Moderate Risk
592,256,22.3,50.2,Moderate Risk
274,52,13.2,71.0,Safe
174,527,25.1,50.9,CO Poisoning Risk
656,86,33.4,49.1,High Risk
852,377,26.2,73.9,Moderate Risk
233,277,27.6,28.1,Moderate Risk
768,114,13.7,74.0,Moderate Risk
501,60,33.6,37.8,Moderate Risk
313,113,22.2,42.8,Safe
309,97,36.4,47.5,Safe
268,423,15.9,75.6,High Risk
720,507,35.7,77.1,CO Poisoning Risk
522,571,28.2,63.7,CO Poisoning Risk
354,107,14.3,51.7,Moderate Risk
518,305,36.3,55.9,High Risk
751,544,13.3,59.3,CO Poisoning Risk
505,165,30.5,79.5,Moderate Risk
542,284,34.3,80.3,High Risk
816,509,17.2,73.8,CO Poisoning Risk
286,151,21.2,59.5,Safe
643,224,26.5,49.1,Moderate Risk
142,60,29.3,40.4,Safe
569,399,33.9,56.9,High Risk
532,353,31.3,46.7,High Risk
419,633,21.7,31.9,CO Poisoning Risk
340,649,32.7,53.7,CO Poisoning Risk
896,225,36.2,58.8,High Risk
872,218,18.4,61.0,Moderate Risk
212,398,14.8,32.0,High Risk
476,398,23.2,54.1,Moderate Risk
428,263,34.2,63.4,Moderate Risk
867,359,16.6,79.9,High Risk
437,478,34.3,29.4,CO Poisoning Risk
118,326,36.8,64.5,High Risk
124,303,14.3,31.4,High Risk
607,603,24.9,36.6,CO Poisoning Risk
485,49,20.9,37.4,Moderate Risk
712,618,22.4,45.8,CO Poisoning Risk
383,640,23.8,72.9,CO Poisoning Risk
678,438,30.8,74.2,Moderate Risk
438,380,27.2,48.2,Moderate Risk
236,107,36.1,51.3,Safe
156,88,21.0,39.7,Safe
609,197,26.0,51.4,Moderate Risk
211,200,32.5,42.8,Moderate Risk
429,522,22.0,37.4,CO Poisoning Risk
264,319,24.2,36.6,Moderate Risk
780,402,29.4,69.9,Moderate Risk
686,470,33.7,34.3,CO Poisoning Risk
540,576,23.0,61.3,CO Poisoning Risk
646,527,25.8,37.0,CO Poisoning Risk
225,258,36.4,73.2,Moderate Risk
105,123,14.0,42.8,Safe
422,183,23.8,30.4,Moderate Risk
284,142,28.3,52.4,Safe
585,242,13.2,82.0,High Risk
98,200,27.3,71.9,Moderate Risk
917,94,14.3,58.8,Moderate Risk
423,523,33.6,38.2,CO Poisoning Risk
422,272,32.4,34.3,Moderate Risk
416,501,13.8,73.3,CO Poisoning Risk
104,566,14.2,70.5,CO Poisoning Risk
703,193,31.1,53.0,High Risk
315,102,21.9,50.8,Safe
514,206,26.8,68.4,Moderate Risk
879,521,19.5,56.9,CO Poisoning Risk
497,151,17.2,49.8,Moderate Risk
202,471,20.1,41.6,CO Poisoning Risk
517,439,18.9,34.6,High Risk
90,230,23.8,60.1,Moderate Risk
355,602,30.9,72.6,CO Poisoning Risk
580,490,26.3,68.3,CO Poisoning Risk
297,492,27.6,65.6,CO Poisoning Risk
711,131,24.3,78.2,High Risk
801,293,20.8,49.3,Moderate Risk
458,484,16.4,35.4,CO Poisoning Risk
395,301,21.5,33.5,High Risk
101,321,29.0,79.6,High Risk
434,482,30.6,59.8,CO Poisoning Risk
554,560,24.3,71.8,CO Poisoning Risk
789,621,28.5,56.9,CO Poisoning Risk
755,246,18.1,49.5,Moderate Risk
583,619,33.6,38.8,CO Poisoning Risk
457,224,33.8,74.2,Moderate Risk
509,369,20.7,31.4,High Risk
880,519,26.1,76.6,CO Poisoning Risk
260,444,27.6,39.1,Moderate Risk
223,261,24.3,28.5,Moderate Risk
516,497,34.9,33.6,CO Poisoning Risk
114,448,30.8,75.7,High Risk
619,284,29.1,32.0,High Risk
279,230,25.5,47.2,Moderate Risk
230,92,15.0,41.5,Safe
644,430,15.6,30.0,High Risk
885,252,20.2,56.7,Moderate Risk
747,201,18.1,81.9,High Risk
404,269,35.9,74.1,Moderate Risk
533,188,22.8,37.1,Moderate Risk
408,463,34.0,75.8,CO Poisoning Risk
530,155,32.6,52.4,High Risk
181,509,32.5,42.8,CO Poisoning Risk
268,176,18.2,62.6,Safe
145,645,23.7,39.7,CO Poisoning Risk
244,378,20.6,75.5,High Risk
761,119,36.3,61.7,High Risk
200,456,34.0,35.3,CO Poisoning Risk
226,563,19.0,58.8,CO Poisoning Risk
321,80,20.5,55.6,Safe
557,267,25.7,53.5,Moderate Risk
821,574,19.7,47.7,CO Poisoning Risk
570,285,32.8,53.6,High Risk
157,178,32.7,59.6,Safe
903,435,30.4,67.6,Moderate Risk
338,146,29.5,77.6,Safe
412,542,26.1,30.4,CO Poisoning Risk
607,555,21.3,58.7,CO Poisoning Risk
881,581,33.1,68.6,CO Poisoning Risk
521,589,33.6,34.2,CO Poisoning Risk
576,387,14.2,77.2,High Risk
695,50,22.6,41.2,Moderate Risk
518,238,13.6,73.0,Moderate Risk
358,181,33.1,63.7,Moderate Risk
798,517,17.3,58.2,CO Poisoning Risk
626,260,29.2,74.9,Moderate Risk
237,393,21.6,80.3,High Risk
207,227,32.6,81.8,Moderate Risk
456,212,25.2,64.9,Moderate Risk
155,82,20.8,46.3,Safe
902,515,20.8,75.2,CO Poisoning Risk
459,496,20.8,63.3,CO Poisoning Risk
264,534,31.9,45.5,CO Poisoning Risk
677,186,30.1,78.3,High Risk
584,147,20.7,68.4,Moderate Risk
203,86,24.8,52.5,Safe
200,191,14.8,52.5,Moderate Risk
850,110,32.9,81.8,High Risk
528,237,19.4,48.2,Moderate Risk
804,342,34.3,33.1,Asthma Risk
236,82,27.3,57.1,Safe
124,546,26.6,75.8,CO Poisoning Risk
398,472,16.9,59.6,CO Poisoning Risk
627,396,14.7,70.8,Moderate Risk
839,370,26.3,31.0,High Risk
103,82,24.2,64.4,Safe
463,141,15.9,32.3,Moderate Risk
646,152,33.1,58.0,High Risk
517,195,23.0,54.9,Moderate Risk
817,118,19.3,79.1,High Risk
322,101,31.9,35.2,Safe
794,379,34.9,28.5,Asthma Risk
652,296,20.3,35.4,Moderate Risk
815,298,31.6,37.2,Asthma Risk
752,429,28.7,41.5,Moderate Risk
529,500,36.8,72.0,CO Poisoning Risk
591,303,17.9,48.4,Moderate Risk
364,509,36.1,73.4,CO Poisoning Risk
165,78,20.6,42.7,Safe
528,539,22.9,74.5,CO Poisoning Risk
821,370,21.6,28.4,High Risk
788,282,19.4,78.5,High Risk
378,585,29.6,68.3,CO Poisoning Risk
629,510,27.1,50.3,CO Poisoning Risk
781,348,20.3,59.2,Moderate Risk
342,161,16.2,78.4,Moderate Risk
215,251,20.6,59.5,Moderate Risk
266,525,22.1,40.3,CO Poisoning Risk
126,447,22.1,58.9,Moderate Risk
499,631,21.6,75.1,CO Poisoning Risk
700,277,14.2,81.3,High Risk
699,328,24.1,59.5,Moderate Risk
216,524,33.1,36.4,CO Poisoning Risk
572,53,17.3,69.7,Moderate Risk
257,423,16.5,81.8,High Risk
681,647,24.3,53.6,CO Poisoning Risk
383,425,21.9,48.7,Moderate Risk
727,404,26.5,57.8,Moderate Risk
432,220,35.7,36.9,Moderate Risk
399,529,31.3,80.4,CO Poisoning Risk
751,449,29.5,73.3,Moderate Risk
617,77,23.0,34.1,High Risk
629,509,19.9,79.0,CO Poisoning Risk
508,201,26.0,78.9,Moderate Risk
533,609,34.3,45.1,CO Poisoning Risk
774,246,34.0,61.4,High Risk
647,219,23.7,34.0,High Risk
325,288,18.9,32.5,Moderate Risk
528,313,18.4,55.1,Moderate Risk
303,490,13.8,30.7,CO Poisoning Risk
174,118,33.2,75.2,Safe
883,140,19.4,78.1,High Risk
833,217,21.6,31.6,High Risk
174,450,32.4,30.6,High Risk
578,199,15.9,40.0,Moderate Risk
154,227,24.1,78.2,Moderate Risk
735,367,15.9,69.5,Moderate Risk
752,333,23.6,64.5,Moderate Risk
716,302,14.1,69.9,Moderate Risk
153,631,25.4,38.8,CO Poisoning Risk
432,218,32.1,41.9,Moderate Risk
441,374,29.2,45.2,Moderate Risk
247,275,25.2,60.7,Moderate Risk
678,205,32.9,60.8,High Risk
580,230,18.5,39.3,Moderate Risk
747,187,32.9,51.6,High Risk
552,326,19.6,65.3,Moderate Risk
314,71,21.7,44.7,Safe
402,290,16.1,32.1,Moderate Risk
704,531,15.4,38.7,CO Poisoning Risk
902,246,35.4,36.9,Asthma Risk
555,65,17.6,62.1,Moderate Risk
177,635,21.0,31.7,CO Poisoning Risk
392,138,25.7,75.8,Moderate Risk
769,52,21.3,32.6,High Risk
524,516,33.9,60.3,CO Poisoning Risk
771,383,34.6,78.2,High Risk
224,303,20.8,31.4,High Risk
139,99,15.2,48.7,Safe
521,592,18.0,45.7,CO Poisoning Risk
429,50,24.4,46.6,Moderate Risk
436,421,19.9,60.4,Moderate Risk
735,598,23.9,42.2,CO Poisoning Risk
436,94,31.2,29.5,Moderate Risk
738,156,23.1,80.0,High Risk
334,190,17.7,68.4,Safe
198,274,21.6,35.3,Moderate Risk
914,541,30.8,52.6,CO Poisoning Risk
888,350,23.2,31.4,High Risk
622,586,19.0,29.5,CO Poisoning Risk
179,505,23.3,30.6,CO Poisoning Risk
385,270,23.9,68.8,Moderate Risk
201,103,20.1,52.0,Safe
902,120,36.9,73.6,High Risk
678,472,31.4,44.5,CO Poisoning Risk
266,176,29.6,69.9,Safe
432,542,33.5,32.2,CO Poisoning Risk
749,637,29.0,62.3,CO Poisoning Risk
190,349,32.0,47.5,High Risk
847,111,22.9,42.9,Moderate Risk
718,274,25.0,72.0,Moderate Risk
693,377,14.1,30.8,High Risk
490,321,19.7,79.3,High Risk
117,628,21.8,70.4,CO Poisoning Risk
626,188,28.0,47.2,Moderate Risk
147,295,24.1,81.5,Moderate Risk
587,124,27.6,38.9,Moderate Risk
386,101,30.1,49.7,Moderate Risk
223,410,14.0,75.8,High Risk
420,352,19.2,81.8,High Risk
338,218,17.1,40.9,Moderate Risk
639,506,17.5,68.1,CO Poisoning Risk
164,640,25.1,44.5,CO Poisoning Risk
743,537,30.8,69.4,CO Poisoning Risk
257,604,19.5,34.8,CO Poisoning Risk
860,418,32.8,46.2,High Risk
592,393,34.4,32.0,High Risk
444,111,21.4,54.6,Moderate Risk
314,374,29.4,65.9,Moderate Risk
753,238,15.8,48.4,Moderate Risk
620,199,30.9,61.2,Moderate Risk
235,204,17.0,58.7,Moderate Risk
330,310,29.5,43.9,Moderate Risk
433,212,23.1,54.3,Moderate Risk
838,189,35.3,31.7,Asthma Risk
124,230,24.1,52.8,Moderate Risk
791,467,13.7,52.7,CO Poisoning Risk
90,501,24.5,29.6,CO Poisoning Risk
242,389,32.1,55.7,High Risk
518,598,28.5,67.8,CO Poisoning Risk
597,560,36.2,52.4,CO Poisoning Risk
215,148,33.2,62.9,Safe
580,291,25.6,56.8,Moderate Risk
571,67,18.0,70.4,Moderate Risk
434,569,13.1,55.8,CO Poisoning Risk
827,188,36.5,45.9,High Risk
310,237,35.5,72.7,Moderate Risk
812,509,19.6,31.7,CO Poisoning Risk
114,419,28.3,43.6,Moderate Risk
617,310,30.5,59.9,Moderate Risk
271,422,26.9,74.2,Moderate Risk
588,594,33.2,31.9,CO Poisoning Risk
730,600,14.9,33.2,CO Poisoning Risk
131,118,34.5,43.2,Safe
570,482,22.4,46.6,CO Poisoning Risk
837,270,24.5,73.6,Moderate Risk
528,352,23.7,79.8,High Risk
491,392,25.8,28.9,High Risk
635,520,27.4,28.8,CO Poisoning Risk
434,359,30.0,74.7,Moderate Risk
134,569,25.6,35.3,CO Poisoning Risk
735,469,29.4,46.3,CO Poisoning Risk
110,568,21.1,42.9,CO Poisoning Risk
723,606,35.5,43.2,CO Poisoning Risk
159,293,14.5,45.7,Moderate Risk
137,613,26.1,46.1,CO Poisoning Risk
580,226,15.1,61.5,Moderate Risk
640,150,23.6,62.0,Moderate Risk
376,235,19.2,56.2,Moderate Risk
99,181,35.5,74.4,Safe
631,164,13.3,73.7,Moderate Risk
845,116,22.4,39.7,Moderate Risk
363,175,31.8,57.4,Moderate Risk
689,501,17.5,70.3,CO Poisoning Risk
845,523,32.6,74.8,CO Poisoning Risk
470,96,33.6,41.8,Moderate Risk
418,618,30.0,54.7,CO Poisoning Risk
568,163,18.0,56.4,Moderate Risk
104,308,19.5,65.8,Moderate Risk
605,283,17.0,45.8,Moderate Risk
280,395,17.4,43.8,Moderate Risk
257,299,13.9,66.1,Moderate Risk
610,353,33.6,49.6,High Risk
710,539,25.7,28.2,CO Poisoning Risk
226,101,20.9,78.6,Safe
243,447,19.9,36.1,Moderate Risk
477,111,26.1,36.0,Moderate Risk
298,90,20.8,72.2,Safe
361,413,33.7,46.1,High Risk
232,649,18.1,45.7,CO Poisoning Risk
700,276,34.2,61.6,High Risk
909,446,28.9,31.2,High Risk
158,605,36.0,40.8,CO Poisoning Risk
336,67,13.4,30.9,Safe
350,618,14.4,43.7,CO Poisoning Risk
877,311,25.0,75.0,Moderate Risk
168,162,34.9,77.1,Safe
747,644,30.5,44.7,CO Poisoning Risk
712,645,27.9,38.1,CO Poisoning Risk
859,99,13.8,35.3,Moderate Risk
694,197,21.5,49.3,Moderate Risk
614,283,21.3,72.6,Moderate Risk
861,309,26.0,74.0,Moderate Risk
710,312,19.2,30.5,High Risk
419,157,19.4,39.3,Moderate Risk
278,210,27.9,39.0,Moderate Risk
184,52,35.7,72.7,Safe
706,261,28.8,52.6,Moderate Risk
97,475,29.0,47.9,CO Poisoning Risk
156,336,36.7,79.7,High Risk
585,94,16.7,78.0,High Risk
280,151,13.8,51.8,Safe
455,53,30.9,34.9,Moderate Risk
857,500,23.5,37.2,CO Poisoning Risk
610,367,23.3,34.1,High Risk
206,353,18.4,64.7,Moderate Risk
356,189,25.2,58.0,Moderate Risk
700,456,23.6,58.1,CO Poisoning Risk
574,158,21.3,33.3,High Risk
598,619,23.6,70.8,CO Poisoning Risk
387,443,22.2,56.9,Moderate Risk
253,319,35.6,32.9,High Risk
465,168,36.5,68.3,Moderate Risk
742,130,33.2,81.0,High Risk
357,626,36.8,51.8,CO Poisoning Risk
638,91,19.4,34.2,High Risk
163,245,33.2,33.5,Moderate Risk
597,320,22.8,29.4,High Risk
162,593,30.9,69.6,CO Poisoning Risk
397,174,17.8,65.5,Moderate Risk
288,492,32.5,59.5,CO Poisoning Risk
219,433,15.0,69.3,Moderate Risk
847,620,19.5,82.0,CO Poisoning Risk
913,307,32.7,49.7,High Risk
661,322,30.9,66.1,Moderate Risk
880,90,25.0,48.4,Moderate Risk
704,212,29.1,47.0,Moderate Risk
897,489,17.5,73.9,CO Poisoning Risk
576,90,29.0,59.0,Moderate Risk
240,584,13.2,34.5,CO Poisoning Risk
758,131,33.0,49.8,High Risk
295,429,25.4,71.0,Moderate Risk
268,309,35.7,78.8,High Risk
286,66,24.5,61.2,Safe
824,494,23.4,49.3,CO Poisoning Risk
178,276,23.8,41.6,Moderate Risk
888,230,21.6,50.8,Moderate Risk
523,370,17.0,58.5,Moderate Risk
877,227,33.2,28.2,Asthma Risk
837,441,22.3,42.5,Moderate Risk
272,525,25.7,64.3,CO Poisoning Risk
298,447,13.5,64.4,Moderate Risk
582,507,14.4,63.3,CO Poisoning Risk
219,461,27.3,79.3,CO Poisoning Risk
754,246,34.1,58.7,High Risk
102,109,24.8,42.6,Safe
723,599,17.0,71.8,CO Poisoning Risk
821,61,15.8,49.0,Moderate Risk
195,227,34.6,40.9,Moderate Risk
464,435,29.8,58.1,Moderate Risk
671,88,36.2,43.6,Asthma Risk
796,526,15.0,49.4,CO Poisoning Risk
787,307,34.7,65.4,High Risk
188,218,33.3,81.8,Moderate Risk
683,485,34.4,62.8,CO Poisoning Risk
676,610,13.1,42.9,CO Poisoning Risk
281,264,30.8,32.9,Moderate Risk
414,602,26.2,47.5,CO Poisoning Risk
815,438,26.8,29.0,High Risk
916,239,24.3,53.1,Moderate Risk
556,453,30.8,63.6,CO Poisoning Risk
456,515,37.0,55.6,CO Poisoning Risk
407,391,30.1,74.7,Moderate Risk
233,506,29.3,54.7,CO Poisoning Risk
473,105,28.7,53.0,Moderate Risk
305,210,29.7,44.7,Moderate Risk
450,195,21.2,73.2,Moderate Risk
413,155,20.7,76.8,Moderate Risk
104,532,31.8,80.8,CO Poisoning Risk
306,593,14.3,81.0,CO Poisoning Risk
581,47,31.2,80.9,High Risk
636,527,32.5,66.4,CO Poisoning Risk
272,57,25.5,58.4,Safe
359,206,34.8,37.3,Moderate Risk
556,388,24.4,69.4,Moderate Risk
701,493,17.3,67.7,CO Poisoning Risk
608,376,21.7,73.5,Moderate Risk
631,308,34.7,53.0,High Risk
556,127,36.8,76.2,High Risk
394,378,23.1,66.8,Moderate Risk
233,424,17.0,37.2,Moderate Risk
200,263,19.9,39.2,Moderate Risk
321,498,26.3,72.0,CO Poisoning Risk
780,133,26.7,51.0,Moderate Risk
673,377,28.1,41.4,Moderate Risk
811,354,33.0,50.8,High Risk
821,464,30.1,36.7,CO Poisoning Risk
681,398,19.3,76.2,High Risk
589,144,22.5,31.9,High Risk
684,189,33.2,47.1,High Risk
643,54,28.2,58.1,Moderate Risk
362,88,17.0,75.2,Moderate Risk
792,430,20.8,70.2,Moderate Risk
262,539,32.0,29.2,CO Poisoning Risk
96,537,17.1,72.6,CO Poisoning Risk
244,213,29.6,62.5,Moderate Risk
611,575,26.5,35.2,CO Poisoning Risk
635,380,16.5,61.3,Moderate Risk
637,557,29.5,72.2,CO Poisoning Risk
607,174,16.4,60.5,Moderate Risk
304,583,22.6,82.0,CO Poisoning Risk
223,558,20.4,55.4,CO Poisoning Risk
374,294,29.6,64.3,Moderate Risk
215,182,31.8,31.8,Safe
528,319,17.0,71.9,Moderate Risk
775,508,32.5,61.7,CO Poisoning Risk
241,185,13.2,58.3,Safe
420,300,25.7,66.3,Moderate Risk
627,500,25.4,58.3,CO Poisoning Risk
472,478,28.0,69.4,CO Poisoning Risk
204,217,18.8,59.5,Moderate Risk
571,517,13.2,56.1,CO Poisoning Risk
373,467,23.9,35.3,CO Poisoning Risk
164,483,14.7,53.5,CO Poisoning Risk
255,101,34.4,57.1,Safe
278,542,17.2,61.7,CO Poisoning Risk
167,213,23.2,52.6,Moderate Risk
691,626,23.4,35.9,CO Poisoning Risk
777,605,26.3,36.1,CO Poisoning Risk
110,472,31.8,66.9,CO Poisoning Risk
655,463,24.3,63.7,CO Poisoning Risk
273,391,13.6,42.0,Moderate Risk
311,561,31.5,52.1,CO Poisoning Risk
916,499,15.0,44.6,CO Poisoning Risk
417,246,28.4,37.8,Moderate Risk
268,223,32.3,45.6,Moderate Risk
877,101,19.8,42.2,Moderate Risk
201,648,23.8,32.5,CO Poisoning Risk
825,545,13.3,55.2,CO Poisoning Risk
815,156,32.3,52.3,High Risk
148,192,29.9,66.6,Moderate Risk
416,422,18.6,61.5,Moderate Risk
710,392,22.4,46.5,Moderate Risk
758,402,29.7,54.8,Moderate Risk
280,100,21.6,56.9,Safe
289,360,16.9,77.5,High Risk
401,229,25.4,81.0,Moderate Risk
797,98,30.4,72.0,Moderate Risk
124,81,20.7,58.4,Safe
468,314,15.9,78.1,High Risk
476,552,32.9,37.6,CO Poisoning Risk
847,272,19.1,65.6,Moderate Risk
326,472,25.3,52.9,CO Poisoning Risk
705,45,29.6,35.8,Asthma Risk
608,67,20.6,32.1,High Risk
372,547,28.6,54.0,CO Poisoning Risk
90,492,24.0,40.9,CO Poisoning Risk
820,540,26.7,41.5,CO Poisoning Risk
553,469,27.2,45.3,CO Poisoning Risk
319,62,32.8,66.8,Safe
261,489,28.8,36.9,CO Poisoning Risk
176,605,19.3,66.7,CO Poisoning Risk
642,603,14.4,70.3,CO Poisoning Risk
212,83,13.0,60.1,Safe
387,254,34.7,41.4,Moderate Risk
779,255,35.6,30.8,Asthma Risk
664,609,15.3,50.0,CO Poisoning Risk
573,325,24.7,73.8,Moderate Risk
254,177,16.6,33.5,Safe
788,493,35.8,68.2,CO Poisoning Risk
472,308,18.9,53.3,Moderate Risk
298,155,25.0,76.5,Safe
828,599,17.0,47.2,CO Poisoning Risk
521,282,21.0,66.1,Moderate Risk
478,501,19.4,68.0,CO Poisoning Risk
649,560,24.4,38.7,CO Poisoning Risk
313,217,23.1,36.5,Moderate Risk
92,237,20.9,33.0,Moderate Risk
461,559,15.5,65.9,CO Poisoning Risk
776,612,24.6,57.6,CO Poisoning Risk
535,453,33.4,32.7,CO Poisoning Risk
700,128,30.5,44.7,Asthma Risk
205,124,30.3,35.7,Safe
359,622,21.8,33.0,CO Poisoning Risk
536,253,30.0,44.1,Moderate Risk
457,566,24.2,33.2,CO Poisoning Risk
342,243,16.6,42.1,Moderate Risk
406,615,23.1,57.8,CO Poisoning Risk
504,278,16.2,58.3,Moderate Risk
184,288,15.7,37.1,Moderate Risk
874,437,13.6,38.3,Moderate Risk
113,610,19.8,74.2,CO Poisoning Risk
717,490,20.9,37.0,CO Poisoning Risk
752,437,29.8,30.5,Asthma Risk
139,53,25.9,41.2,Safe
591,197,33.6,59.1,High Risk
807,154,17.2,28.4,High Risk
587,310,19.4,81.2,High Risk
424,417,35.6,40.4,High Risk
168,196,23.7,40.9,Moderate Risk
671,639,31.9,67.9,CO Poisoning Risk
116,459,24.8,41.4,CO Poisoning Risk
360,370,24.3,49.4,Moderate Risk
651,595,16.6,57.4,CO Poisoning Risk
893,220,33.4,29.2,Asthma Risk
336,569,14.9,73.2,CO Poisoning Risk
865,359,20.4,55.7,Moderate Risk
680,111,29.2,44.9,Asthma Risk
